alf,﻿alf
rocky,rock y
roller,roll er
roman,rome ian
romancers,romance er
romans,rome ian s
romantically,romantic ly
romanticism,romantic ism
romanticist,romantic ist
romanticize,romantic ize
romanticizing,romantic ize ing
romper,romp er
roofer,roof er
roofer's,roof er 's
roomer,room er
roomful,room ful
roomy,room y
rooster,roost er
roosters,roost er s
rootless,root less
rosaries,rose ory s
rosary,rose ory
rosen,rose en
rosette,rose ette
rosettes,rose ette s
rosy,rose y
rotarians,rotary ian s
rotation,rotate ion
rotations,rotate ion s
rotten,rot en
rotundity,rotund ity
roughage,rough age
roughen,rough en
roughened,rough en ed
rougher,rough 
roughest,rough 
roughish,rough ish
roughly,rough ly
roughness,rough ness
roundly,round ly
roundness,round ness
routinely,routine ly
rower,row er
royal,roy al
rubber,rub er
rudderless,rudder less
ruddiness,ruddy ness
rudely,rude ly
rudeness,rude ness
rudimentary,rudiment ory
ruggedly,rugged ly
ruination,ruin ion
ruinous,ruin ious
ruler,rule er
rulers,rule er s
ruminate,rumin ate
runner,run er
runners,run er s
runny,run y
rupture,rupt ure
ruptured,rupt ure ed
russian,russia n
russians,russia n s
rustler,rustle er
rustlers,rustle er s
rusty,rust y
ruthless,ruth less
reticence,retic ance
reticent,retic ant
retinal,retina al
retirement,retire ment
retirements,retire ment s
retrieval,retrieve al
retriever,retrieve er
revelation,reveal ion
revelations,reveal ion s
revelatory,reveal ory
reveller,revel er
revellers,revel er s
revelry,revel ory
reverberation,reverberate ion
reverberations,reverberate ion s
reverence,rever ance
reverend,rever end
reverent,rever ant
revocable,revoke able
revocation,revoke ion
rhapsodize,rhapsod ize
rhapsody,rhapsod y
rhetorical,rhetoric al
rhetoricians,rhetoric ian s
rheumatic,rheuma ic
rheumatics,rheuma ic s
rheumatism,rheuma ism
rheumatoid,rheuma oid
rhomboid,rhomb oid
rhombus,rhomb us
rhythmic,rhythm ic
richer,rich 
richest,rich 
richly,rich ly
richness,rich ness
rickey's,rick ey 's
riddance,rid ance
ridden,ride 
rider,ride er
riders,ride er s
rider's,ride er 's
ridiculous,ridicule ious
rigger,rigg er
riggers,rigg er s
righteous,right ious
rightful,right ful
rightist,right ist
rightly,right ly
rightness,right ness
rightward,right ward
rigidity,rigid ity
rigidly,rigid ly
rigorous,rigor ious
rimless,rim less
ringer,ring er
ringers,ring er s
ringlet,ring let
ringlets,ring let s
rioters,riot er s
riotous,riot ious
ripen,ripe en
ripened,ripe en ed
ripening,ripe en ing
riser,rise er
risky,risk y
ritualism,ritual ism
ritualist,ritual ist
ritualized,ritual ize ed
ritzy,ritz y
repeatedly,repeat ly
repeater,repeat er
repellent,repel ant
repentance,repent ance
repentant,repent ant
repetition,repetit ion
repetitions,repetit ion s
repetitious,repetit ious
repetitive,repetit ive
representation,represent ion
representations,represent ion s
representative,represent ive
representatives,represent ive s
reprisal,reprise al
reprisals,reprise al s
reproachful,reproach ful
reprovingly,reprove ly
reptilian,reptile ian
republican,republic ian
republicans,republic ian s
repudiation,repudiate ion
repugnance,repugn ance
repugnant,repugn ant
reputable,repute able
reputation,repute ion
reputations,repute ion s
reputation's,repute ion 's
reputedly,repute ly
requital,requite al
rescuer,rescue er
resentful,resent ful
resentment,resent ment
reservations,reserve ion s
reservation,reserve ion
residence,reside ance
residences,reside ance s
resident,reside ant
resiny,resin y
residents,reside ant s
residual,residue al
resignation,resign ion
resignations,resign ion s
resignedly,resign ly
resilience,resili ance
resilient,resili ant
resolutely,resolute ly
resolution,resolute ion
resolutions,resolute ion s
resourceful,resource ful
respectable,respect able
respectful,respect ful
respective,respect ive
resplendence,resplend ance
resplendent,resplend ant
respondent,respond ant
respondents,respond ant s
respondent's,respond ant 's
responsibilities,responsible ity s
responsibility,responsible ity
responsibly,responsible y
responsive,response ive
restful,rest ful
restive,rest ive
restless,rest less
restoration,restore ion
restorative,restore ive
restorers,restore er s
resultant,result ant
resultants,result ant s
resurgence,resurge ance
resurgent,resurge ant
resuscitation,resuscitate ion
retailer,retail er
retailers,retail er s
retaliation,retaliate ion
refugee,refuge ee
refugees,refuge ee s
refutable,refute able
refutation,refute ion
regal,regi al
regaled,regi ale ed
regardless,regard less
regency,regi ancy
regent,regi ant
regents,regi ant s
regimentation,regiment ion
regional,region al
registrant,register ant
registrants,register ant s
registrant's,register ant 's
registrar,register ar
registration,register ion
registrations,register ion s
registries,register y s
registry,register y
regrettable,regret able
regular,regul ar
regulars,regul ar s
regulate,regul ate
regulated,regul ate ed
regulating,regul ate ing
regurgitation,regurgitate ion
rehearsal,rehearse al
rehearsals,rehearse al s
relatedness,relate ness
relation,relate ion
relations,relate ion s
relative,relate ive
relatives,relate ive s
relaxation,relax ion
relentless,relent less
relevance,relev ance
relevant,relev ant
reliable,rely able
reliance,rely ance
reliant,rely ant
religion,relig ion
religions,relig ion s
religious,relig ious
reluctantly,reluctant ly
remainder,remain er
remarkable,remark able
remedial,remedy al
remembrance,remember ance
remembrances,remember ance s
reminiscence,reminisce ance
reminiscences,reminisce ance s
reminiscent,reminisce ant
remission,remit ion
remissions,remit ion s
remorseful,remorse ful
remorseless,remorse less
remotely,remote ly
remoteness,remote ness
remoter,remote 
remotest,remote 
renovation,renovate ion
rental,rent al
rentals,rent al s
renunciation,renunciate ion
renunciations,renunciate ion s
rearward,rear ward
reasonable,reason able
rebellion,rebel ion
rebellions,rebel ion s
rebellious,rebel ious
rebuttal,rebut al
recalcitrance,recalcitr ance
recalcitrant,recalcitr ant
recently,recent ly
recidivism,recidiv ism
reciprocal,reciproc al
reciprocate,reciproc ate
reciprocity,reciproc ity
reckless,reck less
recollection,recollect ion
recollections,recollect ion s
recommendation,recommend ion
recommendations,recommend ion s
recorder,record er
recoverable,recover able
recovery,recover y
recreational,recreation al
recruiter,recruit er
recruitment,recruit ment
rectal,rect al
rectify,rect ify
rectitude,rect itude
rectory,rector y
rectum,rect ium
recuperation,recuperate ion
recurrence,recur ance
recurrent,recur ant
recusant,recuse ant
redactions,redact ion s
redden,red en
reddened,red en ed
redder,red 
reddish,red ish
redemption,redempt ion
redemptive,redempt ive
redolent,redol ant
redundant,redund ant
reedy,reed y
referee,refer ee
reference,refer ance
references,refer ance s
referent,refer ant
referral,refer al
referrals,refer al s
refinement,refine ment
refinements,refine ment s
refiner,refine er
refinery,refine ory
racer,race er
racers,race er s
racial,race al
racism,race ism
racist,race ist
racists,race ist s
racketeer,racket eer
racketeers,racket eer s
racy,race y
radial,radio al
radiance,radio ance
radiant,radio ant
radiate,radio ate
radiated,radio ate ed
radiates,radio ate s
radiating,radio ate ing
radical,radic al
radicals,radic al s
radii,radio i
radius,radio us
raggedness,rag ness
raider,raid er
raiders,raid er s
rainless,rain less
rainy,rain y
raiser,raise er
rakish,rake ish
rambler,ramble er
ramification,ramify ion
ramifications,ramify ion s
rampage,ramp age
rampant,ramp ant
rancher,ranch er
ranchers,ranch er s
rancidity,rancid ity
rancorous,rancor ious
ranger,range er
rangers,range er s
rankest,rank 
rapacious,rapac ious
rapidity,rapid ity
rapidly,rapid ly
rapist,rape ist
rapists,rape ist s
rapture,rapt ure
raptures,rapt ure s
rarefaction,rare ion
rarefy,rare ify
rarely,rare ly
rarer,rare 
rarity,rare ity
rateable,rate able
ratification,ratify ion
rationalism,rational ism
rationalist,rational ist
rationality,rational ity
rationalize,rational ize
rationalized,rational ize ed
rationally,rational ly
rattler,rattle er
rattlers,rattle er s
ratty,rat y
raucously,raucous ly
ravenous,raven ious
readable,read able
reader,read er
readers,read er s
reader's,read er 's
readily,ready ly
readiness,ready ness
realism,real ism
realist,real ist
realities,real ity s
reality,real ity
realization,realize ion
really,real y
realness,real ness
reaper,reap er
publisher,publish er
publishers,publish er s
puffer,puff er
puffy,puff y
pulpy,pulp y
pulsar,pulse ar
pulsate,pulse ate
pulsating,pulse ate ing
pulsation,pulse ion
puncher,punch er
punchy,punch y
punctuality,punctual ity
punctuation,punctuate ion
pungently,pungent ly
punish,pun ish
punished,pun ish ed
punishes,pun ish s
punishing,pun ish ing
punitive,pun ive
punster,pun ster
pupa,pup a
pupate,pup ate
pupated,pup ate ed
pupates,pup ate s
puppeteer,puppet eer
puppyish,puppy ish
purchasers,purchase er s
purely,pure ly
purest,pure 
purgation,purge ion
purgative,purge ive
purgatory,purge ory
purified,pure ify ed
purify,pure ify
purifying,pure ify ing
purism,pure ism
purist,pure ist
purists,pure ist s
purity,pure ity
purportedly,purport ly
purposeful,purpose ful
purposeless,purpose less
purposely,purpose ly
purposive,purpose ive
pursuance,pursue ance
pursuant,pursue ant
pursuer,pursue er
pursuers,pursue er s
purveyor,purvey or
purveyors,purvey or s
pushers,push er s
pushy,push y
putrefy,putr efy
putter,putt er
puzzlement,puzzle ment
puzzler,puzzle er
pyramidal,pyramid al
pythagoreans,pythagoras an
quackery,quack ory
quadrant,quadr ant
quadratic,quadr atic
quadrillion,quadr illion
quadruple,quadr uple
quadrupled,quadr uple ed
quadrupling,quadr uple ing
qualification,qualify ion
qualifications,qualify ion s
qualitative,qualit ive
qualities,qualit y s
quality,qualit y
quantify,quant ify
quantitative,quant ive
quantities,quant ity s
quantity,quant ity
quarrelsome,quarrel some
quarterly,quarter ly
quartet,quart et
queasiness,queasy ness
queenly,queen ly
queerer,queer 
queerest,queer 
querulously,querulous ly
questionable,question able
questioner,question er
questioners,question er s
questionnaires,question aire s
questioningly,question ly
questionnaire,question aire
quicken,quick en
quickened,quick en ed
quickening,quick en ing
quicker,quick 
quickest,quick 
quickie,quick y
quickly,quick ly
quickness,quick ness
quiescence,quiesce ance
quiescent,quiesce ant
quieter,quiet 
quietly,quiet ly
quietness,quiet ness
quintet,quint et
quintets,quint et s
quintillion,quint illion
quotable,quote able
quotation,quote ion
quotations,quote ion s
proficiency,profici ancy
proficient,profici ant
profitable,profit able
profiteer,profit eer
profoundly,profound ly
profundity,profound ity
profusely,profuse ly
profusion,profuse ion
programmer,program er
proletarian,proletari ian
proletariat,proletari at
proliferation,proliferate ion
prominence,promin ance
prominent,promin ant
promiscuity,promiscu ity
promiscuous,promiscu ious
promissory,promise ory
prompter,prompt er
promptly,prompt ly
pronouncement,pronounce ment
pronouncements,pronounce ment s
pronunciation,pronounce ion
propaganda,propag anda
propagate,propag ate
propagated,propag ate ed
propeller,propel er
propensity,propens ity
properly,proper ly
prophetic,prophet ic
proprietorship,proprietor ship
proprietorships,proprietor ship s
prosperity,prosper ity
prosperous,prosper ious
prostration,prostrate ion
protection,protect ion
protective,protect ive
protector,protect or
protestant,protest ant
protestants,protest ant s
protestation,protest ion
protestations,protest ion s
protester,protest er
proton,proto on
protons,proto on s
protuberance,protuber ance
prouder,proud 
proudest,proud 
proudly,proud ly
proven,prove 
proverbial,proverb al
provincial,province al
provocation,provoke ion
provocative,provoke ive
prowler,prowl er
prowlers,prowl er s
proximal,proxim al
proximate,proxim ate
proximity,proxim ity
prudence,prud ance
prudent,prud ant
prussian,prussia n
psalmist,psalm ist
psychic,psycho ic
psychosis,psycho sis
psychotic,psycho ic
publically,public ly
publication,public ion
publications,public ion s
publicist,public ist
publicists,public ist s
publicity,public ity
publicize,public ize
publicized,public ize ed
publicizing,public ize ing
publicly,public ly
preferences,prefer ance s
preferment,prefer ment
pregnancy,pregn ancy
pregnant,pregn ant
preparation,prepare ion
preparations,prepare ion s
preparative,prepare ive
preparatory,prepare ory
preparedness,prepare ness
preponderance,preponder ance
preponderate,preponder ate
preponderating,preponder ate ing
prepositional,preposition al
presbyterian,presbytery ian
presentable,present able
presentation,present ion
presentations,present ion s
presenter,present er
presently,present ly
presentness,present ness
presidency,preside ancy
president,preside ant
presidents,preside ant s
president's,preside ant 's
presser,press er
pressure,press ure
pressures,press ure s
prestigious,prestige ious
pretender,pretend er
pretension,pretend ion
pretensions,pretend ion s
pretentious,pretend ious
prettier,pretty 
prettiest,pretty 
prettily,pretty ly
prettiness,pretty ness
preventable,prevent able
preventative,prevent ive
prevention,prevent ion
preventive,prevent ive
previously,previous ly
priceless,price less
pricey,price y
prickly,prickle y
priestess,priest ess
priesthood,priest hood
priestly,priest ly
primacy,prim acy
primal,prim al
primaries,prim ory s
primary,prim ory
primer,prim er
primers,prim er s
primeval,prim al
primitive,prim ive
primordial,prim al
princedom,prince dom
princely,prince ly
princess,prince ess
principality,principal ity
principally,principal ly
printable,print able
printer,print er
printer's,print er 's
priorities,prior ity s
priority,prior ity
prisoner,prison er
prisoners,prison er s
privately,private ly
probable,prob able
probate,prob ate
